39643.04,840.04,777.56,722.80,1792.54,1766.75,983.79,748.11,492.29,706.10,786.98,1337.26,1639.59,985.16,1421.97,8635.09,7818.74,1140.60,771.72,804.81,1064.16,732.05,1040.38,1176.39,1418.57,1059.47,265.70,864.76,471.80,430.80,452.19,366.93,120.46,544.53,1288.33,985.52,498.65,555.19,574.86,531.66,405.08,656.85,648.90,468.91,224.24,95.49,188.69,165.16,200.94,83.98,15.42,77.82,72.68,4.20,96.53,108.14,254.00,133.50,104.40,111.88,159.56,128.85,50.76,148.22,102.02,59.28,230.02,631.65,228.28,116.87,130.28,134.84,102.46,61.99,110.83,161.46,153.64,136.97,80.39,56.54,49.62,96.26,91.99,32.74,36.35,180.11,411.96,149.58,50.46,123.50,121.34,62.74,11.61,63.23,76.35,77.61,51.72,92.64,39.27,28.47,39.25,18.14,42.87,48.77,53.67,72.78,39.03,91.64,128.71,47.60,26.55,5.49,80.37,90.15,43.04,68.49,82.18,107.71,343.89,379.38,81.95,28.23,29.45,120.33,110.28,73.90,80.79,44.21,120.00,106.76,60.35,37.14,37.60,74.60,42.48,43.07,74.40,308.51,266.62,87.69,36.64,43.23,45.08,41.68,52.09,25.31,54.58,128.12,232.36,176.26,121.95,171.28,266.57,249.61,161.64,117.69,104.69,18.97,280.10,558.89,504.96,280.18,423.39,913.01,1360.03,2328.74,1103.94,541.00,555.88,994.64,931.93,752.16,516.82,280.65,244.34,269.41,387.54,224.86,186.73,114.80,101.08,56.86,42.94,61.36,123.62,106.86,28.18,55.14,70.52,320.86,143.87,147.40,200.49,214.72,268.22,298.89,284.70,525.87,1331.92,810.30,311.75,335.34,287.77,143.35,29.16,57.94,89.48,54.90,139.43,76.89,145.52,139.21,81.32,50.05,61.38,76.04,32.14,81.07,65.36,60.28,12.03,83.22,285.18,204.31,93.08,42.05,95.39,126.64,48.19,111.34,72.54,119.52,90.34,78.86,101.98,48.29,96.24,49.44,17.54,50.93,131.09,189.90,33.54,126.45,118.63,105.86,88.05,18.43,19.97,42.91,50.68,59.56,62.03,28.51,149.17,205.98
39253.61,880.07,666.84,208.67,2019.28,1710.52,139.10,462.08,556.85,542.47,56.18,1113.33,1187.56,1212.94,1997.95,10736.11,8851.81,1949.35,1031.38,881.93,577.59,622.69,732.09,1028.45,971.89,157.06,230.65,692.36,781.79,527.93,337.99,191.24,184.41,350.87,1445.61,892.63,214.71,643.91,666.97,631.23,436.37,652.33,591.93,260.30,122.22,237.49,117.01,298.94,221.52,13.81,218.27,156.17,139.23,133.65,173.23,86.21,121.30,77.84,172.37,127.88,243.31,197.28,90.95,106.57,58.01,72.53,296.35,693.05,373.48,41.00,87.46,181.50,166.01,79.07,79.77,115.47,91.87,126.05,153.31,227.90,139.32,154.27,89.01,25.58,83.23,268.76,506.63,213.46,75.81,46.17,125.35,74.55,38.94,33.36,8.59,37.35,73.46,46.95,49.88,52.90,56.12,42.91,79.59,40.69,57.36,18.01,89.34,118.73,138.84,86.54,113.28,89.64,49.17,66.19,21.00,125.82,77.07,50.26,347.19,452.09,109.86,5.45,110.16,118.15,51.60,61.76,74.38,63.95,69.65,136.59,49.25,70.74,99.43,99.03,99.20,83.16,16.02,247.14,320.06,30.85,55.33,94.38,108.31,47.66,67.67,38.65,124.58,75.23,181.04,147.48,152.53,191.21,307.15,293.00,183.48,238.26,289.98,267.51,375.68,577.90,580.57,338.37,484.14,889.12,1127.35,2686.77,1212.58,739.26,435.48,753.81,424.82,1070.34,645.94,338.14,157.94,236.69,202.85,161.47,112.09,117.29,175.02,60.88,93.06,201.00,219.34,154.32,27.39,103.99,183.67,174.75,3.88,50.43,181.73,184.49,279.95,565.89,802.65,10.26,1372.88,879.15,316.67,142.35,131.42,18.13,60.49,87.80,66.96,87.46,266.12,248.50,49.39,168.56,202.18,58.43,252.27,227.64,215.09,222.68,74.70,153.02,131.72,129.74,147.11,88.64,150.07,200.92,176.46,59.62,81.95,24.97,40.27,64.75,106.94,207.54,216.10,225.62,181.38,132.47,67.71,144.10,192.45,370.02,280.20,194.71,161.22,108.00,152.75,120.05,66.95,71.96,94.52,65.35,77.19,80.65,113.52,116.87
39609.57,191.33,242.17,201.18,785.55,1326.61,170.06,322.65,141.77,131.76,171.75,285.32,393.71,216.83,2229.45,6823.96,4170.39,332.71,143.83,155.25,251.18,74.06,57.72,176.05,242.32,58.45,94.19,79.95,184.10,107.98,81.77,56.64,30.56,158.37,587.45,466.29,43.35,52.46,53.92,62.95,62.28,13.39,18.82,67.31,9.32,75.30,5.45,36.77,31.20,92.76,77.29,60.51,47.96,13.84,17.10,31.77,141.25,76.19,41.09,18.33,86.26,170.67,147.30,107.23,43.11,64.52,309.68,442.09,150.00,39.68,49.52,75.58,52.94,15.32,15.79,27.49,36.77,39.45,19.24,168.16,243.01,22.64,103.16,66.30,226.64,63.90,296.02,103.49,8.68,29.58,61.25,81.72,81.28,49.89,42.44,58.83,67.55,61.41,26.01,36.68,16.55,83.56,53.45,28.07,5.96,37.16,64.03,53.31,78.93,14.80,6.04,40.12,222.06,269.24,146.52,88.14,18.72,85.12,241.17,232.83,77.50,14.94,49.89,52.54,17.47,18.57,39.03,30.87,16.48,78.91,73.36,17.73,51.15,105.53,79.91,35.33,30.06,167.31,186.49,52.53,54.20,62.34,68.11,41.38,91.43,27.77,72.00,79.98,164.43,92.52,45.42,116.31,65.92,38.42,120.21,102.77,121.86,60.43,161.68,122.32,188.31,66.09,110.19,1075.43,5188.68,4010.94,462.10,146.26,39.42,1444.25,4759.72,2762.97,262.89,60.63,93.49,80.97,49.41,88.04,19.39,101.62,148.79,170.85,6.33,71.59,91.79,171.23,161.16,133.06,81.59,161.17,71.54,80.74,13.78,68.39,58.05,36.44,103.33,1142.82,1597.57,384.91,93.75,96.97,42.50,12.95,35.29,40.65,83.52,41.10,30.53,86.83,69.41,68.35,59.90,41.83,27.96,125.62,276.68,59.56,130.89,7.09,70.03,194.52,311.83,68.26,7.19,46.06,36.92,36.91,22.79,23.82,39.48,18.67,39.26,43.56,7.56,12.58,135.17,178.57,73.75,29.82,87.60,143.45,100.78,87.16,44.88,74.74,49.11,47.70,59.31,79.06,38.33,40.32,19.10,44.97,27.15,2.11
39406.20,53.35,68.29,163.67,756.72,1357.85,483.24,72.78,63.38,64.18,49.38,39.98,18.62,176.58,1092.78,3840.63,2333.95,309.59,194.61,72.43,53.77,82.46,57.01,120.34,149.42,58.32,49.35,129.34,137.21,100.78,39.39,42.44,19.34,33.43,274.24,261.36,74.52,22.67,58.18,54.97,12.89,25.74,5.76,2.17,36.02,83.19,50.14,27.06,28.51,38.47,55.81,34.32,15.14,23.33,50.93,22.98,62.11,86.89,24.00,28.51,24.30,57.76,26.75,33.30,20.46,40.95,146.11,281.40,90.74,24.81,44.25,34.96,11.79,28.49,23.74,15.54,27.72,39.30,47.66,182.86,261.92,45.55,20.48,80.85,253.96,159.09,152.67,76.30,15.71,11.50,27.83,12.05,39.95,15.33,22.28,31.64,39.23,40.10,11.38,9.73,16.18,12.40,15.41,2.70,26.05,32.67,40.64,8.07,32.27,11.40,22.74,8.76,77.87,123.44,20.41,19.94,18.41,12.86,169.02,165.08,9.50,13.86,16.94,17.94,14.22,15.86,6.35,20.58,15.46,28.01,34.51,26.08,11.69,14.67,22.04,29.90,26.18,77.94,131.80,86.60,48.16,22.19,12.77,26.01,15.49,33.79,23.81,16.41,64.21,44.72,12.30,62.41,49.56,11.69,77.66,68.06,85.78,43.93,14.19,61.91,47.38,82.63,105.69,570.99,2544.86,1982.26,187.61,89.60,100.33,648.97,2064.04,1138.74,106.74,87.70,84.48,18.37,37.67,73.61,58.00,53.44,19.17,34.80,39.63,11.46,17.59,52.27,64.09,43.83,20.74,63.63,89.84,53.37,28.53,24.75,35.45,16.43,10.63,550.56,793.77,207.68,26.34,20.46,16.01,30.96,21.57,10.62,21.41,38.59,40.58,23.80,17.28,20.22,31.38,9.21,16.14,79.07,144.20,82.95,29.49,3.84,14.06,46.88,60.24,22.50,21.18,24.13,30.58,49.03,27.10,19.57,13.78,10.85,17.88,20.50,26.96,14.63,34.22,44.17,27.80,28.74,41.82,64.83,63.92,40.97,31.50,39.13,1.56,22.98,6.05,21.72,24.20,16.20,15.42,4.31,15.44,15.67
39806.64,141.38,286.35,30.68,1825.52,3405.85,1520.91,457.64,204.58,73.77,43.89,200.56,199.20,383.36,2678.20,9193.11,5889.93,782.22,440.51,301.37,222.40,80.36,122.60,129.39,396.49,136.68,147.73,86.40,159.15,20.86,131.98,38.80,45.22,201.96,729.94,641.00,123.71,56.04,48.49,78.96,43.23,70.19,27.69,97.27,160.70,221.45,128.38,61.59,49.05,44.87,82.15,57.51,53.40,47.91,67.78,7.88,233.64,239.31,81.82,39.11,87.43,147.16,56.17,110.02,81.91,34.90,353.64,593.34,212.01,8.97,52.85,98.60,56.07,12.57,16.42,15.28,7.47,61.44,44.19,195.56,296.98,163.29,146.38,116.54,322.53,339.14,418.14,191.32,28.17,32.86,95.04,55.46,41.45,24.82,31.17,62.48,127.33,113.36,41.05,58.82,46.19,15.97,34.18,39.19,60.49,69.32,33.83,49.55,140.15,73.24,29.21,30.05,144.43,209.67,119.50,92.14,50.67,18.59,231.46,232.45,61.30,40.72,75.10,100.46,29.28,62.12,47.00,35.77,33.70,92.99,46.57,8.01,43.32,91.71,70.10,59.70,66.76,209.17,268.39,66.93,52.23,45.39,88.54,51.33,77.25,58.76,40.48,137.39,231.94,120.49,25.08,66.81,15.14,63.45,59.56,85.31,163.17,74.14,59.73,121.96,182.06,117.74,169.14,1015.14,3975.31,3046.94,235.75,135.69,53.19,951.70,2601.59,1463.70,90.50,63.42,93.26,160.24,90.23,99.32,68.23,96.76,170.49,127.67,110.10,128.06,88.40,219.51,187.74,114.31,103.02,198.51,183.00,64.42,34.64,53.93,30.33,32.72,25.00,692.24,985.23,235.95,48.25,30.37,16.57,23.21,57.67,58.80,51.97,74.48,68.23,59.17,33.75,114.07,81.53,71.01,74.67,90.66,208.22,168.67,122.62,40.14,42.04,190.29,293.80,67.22,15.53,30.55,95.57,47.67,41.55,44.92,35.19,24.25,88.44,56.38,42.07,38.91,173.94,179.81,66.61,25.01,77.80,167.72,120.83,98.83,26.53,53.24,20.39,95.30,54.77,46.21,53.12,65.83,57.13,43.61,56.46,50.42
39586.27,137.26,109.11,327.72,1630.62,2517.49,487.51,278.87,3.36,198.59,308.65,200.66,201.89,299.21,2519.10,7362.13,3914.49,259.87,11.59,190.37,275.08,93.72,80.83,188.64,183.62,86.96,113.98,153.26,87.46,22.85,75.12,127.75,67.20,50.17,507.40,566.95,132.54,41.68,28.13,77.78,27.33,63.49,17.54,27.26,143.08,251.09,45.50,5.99,6.51,73.07,75.36,39.15,73.47,28.61,43.66,31.33,150.42,128.85,52.00,36.43,23.40,71.20,61.18,31.86,45.15,32.52,306.68,516.75,142.44,15.64,35.76,92.77,64.14,6.26,19.51,8.09,13.65,29.02,38.05,212.96,317.02,100.82,73.25,71.28,214.84,216.25,320.14,199.99,55.60,15.50,29.45,16.83,35.99,35.88,9.16,39.12,98.18,114.89,7.44,33.20,43.90,43.08,12.33,32.51,29.01,25.39,46.29,43.85,82.93,61.77,38.53,1.95,108.76,135.64,15.50,15.44,41.66,75.19,263.25,224.86,24.92,8.01,37.92,53.28,27.97,17.00,27.23,32.22,28.84,61.24,26.61,7.54,26.82,62.49,48.65,13.00,29.23,118.30,206.75,100.67,38.27,32.76,37.63,27.31,46.83,37.80,33.58,47.17,158.14,111.70,16.91,37.89,37.42,53.98,97.79,98.52,48.31,23.34,48.51,41.43,100.67,94.55,94.49,529.67,3157.88,2642.96,381.16,151.23,89.77,658.74,2409.24,1708.96,224.42,27.97,81.07,67.32,69.83,33.85,34.70,19.96,133.52,98.21,23.25,51.19,31.99,114.46,38.19,38.03,23.05,122.63,164.88,73.12,55.55,47.82,48.44,10.61,40.47,629.36,868.59,182.88,79.37,7.47,36.18,14.97,44.34,67.13,10.74,42.35,33.49,53.18,7.73,40.91,45.63,29.61,36.52,92.21,217.46,175.52,90.18,28.54,28.96,107.97,177.87,67.93,28.02,27.87,60.96,37.97,25.74,15.93,20.99,15.27,47.14,44.19,9.03,22.99,106.27,116.34,17.31,45.58,64.91,155.74,150.96,66.99,16.44,39.81,29.34,28.69,2.88,63.23,52.43,21.36,20.82,31.71,42.05,21.75
39387.79,104.44,112.61,99.45,735.97,1314.61,423.19,146.37,51.36,69.07,51.55,76.03,42.66,181.95,1117.77,3852.17,2535.67,92.84,26.05,123.89,46.76,52.91,22.77,50.11,160.27,56.16,61.55,46.25,111.63,94.10,13.85,26.28,39.56,60.66,307.52,237.82,34.92,29.65,28.79,40.85,40.52,27.62,26.14,48.51,47.28,66.71,31.24,19.29,38.32,42.82,56.27,35.13,5.87,39.41,41.53,14.12,50.82,52.91,6.31,29.45,16.21,61.90,66.34,22.05,23.67,32.61,162.87,289.13,93.11,14.05,14.57,22.53,47.97,16.74,30.64,27.87,12.63,16.30,19.34,242.08,343.77,57.48,75.84,112.98,318.59,132.33,193.72,102.75,33.86,21.36,22.11,12.75,40.54,31.82,32.97,43.96,30.93,36.11,16.99,16.80,24.69,49.35,23.42,11.80,26.78,25.88,20.08,12.47,46.23,25.71,26.43,18.56,131.82,162.25,102.43,28.96,45.92,60.50,198.65,199.99,55.04,21.06,5.30,28.58,22.49,41.02,29.85,29.37,33.13,24.46,30.06,56.49,36.31,40.63,76.86,27.23,21.29,82.50,109.55,11.18,36.40,42.90,71.44,60.84,21.50,14.08,15.76,13.49,82.98,19.58,14.10,29.72,25.20,25.77,22.49,16.56,61.80,40.48,29.31,49.86,28.98,10.72,89.04,686.77,2898.75,2132.14,209.88,33.46,24.94,778.75,2291.53,1246.67,118.88,104.85,39.92,42.29,25.76,52.44,6.78,67.86,78.68,36.27,30.59,41.92,35.46,51.42,69.78,50.20,15.64,28.53,22.54,52.78,35.10,37.63,60.71,36.81,18.23,617.80,918.27,233.37,12.42,5.32,35.79,41.63,31.60,13.13,29.28,20.26,20.97,25.34,20.47,24.36,12.70,9.56,28.36,58.26,141.71,65.92,62.97,20.80,16.67,70.65,98.80,50.93,44.37,25.68,40.63,36.99,14.33,10.34,25.17,30.28,41.82,32.07,17.29,17.05,31.54,49.58,23.28,1.79,32.38,45.56,67.67,46.57,34.46,53.38,72.75,64.92,21.90,37.04,30.55,36.48,43.14,13.67,8.33,14.20
39310.78,761.08,1069.53,385.32,2040.19,1832.61,335.19,189.69,219.75,316.14,655.74,1436.14,1838.09,1369.43,1007.72,9482.88,8279.51,2062.98,1117.97,977.40,1061.68,479.91,916.83,1193.23,708.32,609.98,353.44,1010.85,992.44,890.97,602.31,357.23,169.67,419.13,778.38,342.30,433.56,604.63,716.44,628.18,413.74,644.12,700.95,432.15,87.26,375.58,465.92,448.44,212.81,127.44,48.38,191.13,226.62,196.25,124.84,35.64,149.05,115.54,85.38,69.03,83.86,89.12,55.40,67.69,96.62,72.80,396.18,867.28,533.22,258.51,217.76,165.99,136.56,8.88,57.35,59.31,59.74,22.74,81.00,159.91,151.92,160.67,79.29,50.16,87.74,253.42,471.58,155.91,103.54,62.17,50.41,41.98,77.38,66.95,36.60,34.77,17.71,28.12,49.19,38.34,55.56,70.80,48.83,19.34,40.08,45.88,61.98,101.50,122.64,29.21,29.48,102.97,69.83,113.96,143.24,163.52,64.02,69.26,215.99,340.06,185.14,132.63,97.98,124.66,50.78,64.65,35.19,95.59,102.53,97.24,24.82,50.41,12.34,48.15,56.32,75.13,113.46,295.86,303.47,78.51,205.26,100.62,16.31,62.79,126.27,70.56,24.48,57.29,198.40,106.48,32.28,103.93,223.93,215.02,101.22,218.15,210.60,226.40,319.57,522.72,404.94,379.28,559.82,906.60,1231.45,2650.14,1281.11,631.04,557.12,1036.61,456.27,869.47,760.85,526.72,464.83,326.03,207.62,140.61,195.97,130.10,38.24,86.17,147.38,204.85,225.49,173.19,46.18,91.13,137.18,213.39,170.89,159.67,249.77,247.42,321.15,383.39,363.58,421.09,1462.20,818.74,256.98,252.15,252.10,169.00,106.46,118.36,156.72,101.46,130.98,77.69,62.62,136.73,69.30,54.50,75.65,53.69,163.65,329.75,250.66,102.94,54.58,150.48,324.83,211.43,113.44,45.40,42.30,119.28,117.66,111.29,118.31,246.75,242.78,176.06,182.45,210.23,164.95,128.87,23.06,62.28,65.07,140.12,120.45,150.53,85.65,59.62,56.82,81.89,85.35,28.40,69.76,64.62,52.92,71.73,206.07,294.17
39781.05,441.07,203.37,773.82,374.78,718.23,657.90,425.01,383.40,299.02,235.75,346.57,511.52,1834.19,6459.37,8776.82,6270.70,1935.72,1284.19,900.78,660.60,668.35,674.63,445.25,287.08,619.22,542.69,228.36,286.93,537.79,104.54,496.41,503.31,120.53,535.34,951.92,425.62,319.81,410.71,85.69,341.11,301.85,409.12,387.26,59.12,174.58,85.60,181.73,39.55,120.41,57.37,117.11,75.80,22.19,93.16,129.77,85.89,102.72,165.44,121.25,94.87,132.16,187.97,75.45,110.70,270.55,593.30,551.75,297.61,97.40,114.20,116.22,37.23,27.66,59.13,26.39,45.46,13.33,106.85,34.89,54.48,55.31,117.26,104.47,196.59,271.98,325.31,332.93,87.64,66.61,30.34,102.29,73.71,36.12,18.09,25.56,30.24,58.37,46.50,27.30,23.57,36.94,33.17,46.25,34.22,73.39,53.00,37.51,46.58,43.43,37.12,43.65,46.10,192.26,129.43,6.44,65.09,287.40,384.68,384.13,144.08,72.40,77.74,92.79,37.52,72.03,11.66,54.48,55.42,102.44,127.92,77.74,30.46,60.79,130.96,84.97,35.13,262.76,251.43,121.86,84.52,40.04,24.29,26.17,96.42,71.81,78.38,173.80,167.23,76.83,75.81,138.12,172.69,223.66,97.75,55.07,204.21,318.99,49.90,164.20,313.39,111.76,242.05,194.43,3247.52,3991.47,773.70,194.92,268.20,278.88,2541.67,1894.74,251.48,158.96,225.54,71.73,125.84,103.10,103.18,94.90,235.13,280.38,199.77,242.28,135.44,115.91,233.32,151.42,219.12,134.06,8.00,111.43,100.02,70.35,77.67,107.51,438.79,1578.27,1646.35,806.41,321.29,244.72,181.01,264.02,131.16,251.84,106.35,214.13,159.05,166.00,79.53,122.22,119.99,72.94,95.22,168.18,346.92,233.79,93.84,58.16,55.42,277.08,120.00,95.91,119.65,109.74,69.20,143.76,257.37,332.24,184.07,97.77,108.44,219.31,255.61,184.92,149.87,237.89,148.68,26.95,133.51,186.32,75.31,31.55,54.68,35.82,65.49,94.03,61.46,164.49,96.76,84.07,81.24,60.18,29.81,54.39
39791.44,39.00,186.82,376.16,1001.59,1699.85,457.53,326.64,224.78,96.29,197.37,306.35,177.44,348.30,2912.55,10297.90,6456.88,1186.94,343.61,113.51,65.65,407.06,254.55,266.10,408.80,159.88,219.27,223.58,316.75,261.26,96.67,275.44,213.68,227.59,860.26,711.09,157.09,80.28,100.80,36.92,141.99,96.91,66.98,55.97,97.74,125.25,128.29,100.33,69.79,62.68,85.27,11.78,67.26,55.10,122.46,64.07,38.75,123.11,86.78,92.56,26.73,162.60,111.40,72.33,8.48,103.77,366.08,744.91,300.34,125.35,103.84,103.12,57.72,24.46,13.34,20.60,57.27,53.88,64.01,239.62,366.44,145.07,115.03,38.15,296.99,309.81,413.87,247.41,84.78,27.30,44.26,3.51,59.03,23.11,18.43,46.21,99.40,85.32,12.19,10.12,75.09,54.19,62.92,27.98,29.64,17.99,57.78,47.97,40.52,14.56,56.03,20.93,243.01,318.66,61.87,65.58,19.72,27.28,428.48,431.46,69.47,12.28,95.36,119.66,30.05,29.99,32.33,44.37,35.24,141.89,122.28,53.21,15.96,47.51,42.36,27.03,26.89,228.60,372.31,210.74,58.52,96.13,43.42,66.36,81.99,63.27,127.47,234.19,358.44,222.97,60.32,93.40,115.87,55.06,347.34,211.01,203.47,98.31,113.79,219.29,21.47,213.02,203.85,1656.96,7109.39,5660.43,318.10,160.55,59.04,1879.79,6555.73,3858.88,235.19,342.73,456.00,440.60,216.02,174.26,253.09,168.96,268.96,423.64,205.09,97.91,127.92,349.79,454.77,306.37,93.39,182.96,286.84,325.46,139.08,10.78,43.67,53.21,170.08,1510.80,1967.26,354.65,88.19,84.11,70.21,111.32,76.81,92.56,97.40,51.96,24.79,104.65,116.10,11.85,74.98,45.81,104.16,179.08,441.39,271.97,75.60,49.60,72.91,205.70,334.83,89.38,14.64,57.99,154.54,109.89,107.34,71.79,64.49,104.75,93.80,73.53,48.39,53.63,170.88,198.62,53.16,36.37,35.65,163.63,239.28,188.75,3.03,70.22,40.53,31.37,47.27,93.41,48.60,78.06,50.23,23.38,37.76,0.77
